5.000000,5.000000,2.353714,2.772397,4.176802,2.973274,3.283467,2.775346,4.453453,4.995484,3.179564,4.399495,2.212583,4.539889,3.182120,3.304323,3.478124,2.509267,4.281567,4.472273,1.928114,1.970114,3.601497,4.426217,3.209477,2.965195,3.952154,4.011166,1.481248,2.748743,2.624695,2.763926,3.799245,3.718943,2.262786,3.006589,4.555721,4.143513,2.401057,4.307085,2.877143,3.313616,4.250124,2.138108,2.253011,2.491015,3.464816,2.662626,2.620964,2.837788,1.729742,3.650214,3.211393,4.193478,2.164983,3.853805,4.521451,3.307933,2.148036,4.008737,2.879344,2.545539,4.120243,3.132141,2.660072,2.723795,1.683152,2.886248,4.950867,2.793769,3.308933,3.444429,4.065788,3.995025,1.868509,1.757685,2.212797,2.377813,4.509261,1.583579,4.519944,4.506358,4.506358,4.968192,2.571933,2.882131,4.131376,3.233316,3.564584,1.729742,3.141971,4.100742,2.139385,5.000000,4.387080,2.035760,2.242608,4.012080,3.405211,5.000000,4.393215,2.555980,3.280465,3.203034,2.874032,2.821622,3.181214,1.729742,1.729742,4.179987,4.519283,3.652263,3.888667,2.911168,2.778357,4.384213,2.809533,1.878968,2.448202,1.896488,5.000000,1.988303,2.712330,3.415747,3.601841,3.895354,4.090968,3.597248,1.630143,3.248460,3.076231,2.807627,3.966034,2.798139,3.262921,2.586528,4.431842,1.825517,2.375924,5.000000,2.202734,2.446000,4.175139,2.145195,3.201777,2.121321,3.420015,2.885037,3.566325,2.452457,4.476282,1.969805,2.647583,2.858467,2.155537,2.167155,4.082206,1.676652,2.417442,2.445063,2.777805,3.701169,2.763743,4.084191,4.528213,1.479553,4.469428,4.436317,2.168496,2.583666,2.946323,1.923988,2.210505,2.181650,2.948441,2.295096,3.176714,3.565011,3.131170
5.000000,4.488671,2.140182,2.439051,3.473139,2.366844,2.283417,2.521631,3.555406,3.288955,2.397652,3.535311,1.729497,3.585637,2.870583,2.461488,2.497258,2.427172,3.313655,3.440016,1.988716,1.979259,2.836781,3.406359,3.002594,2.841956,3.403142,3.288862,1.685974,2.517117,2.517585,2.268788,3.407130,2.911738,2.047933,2.483822,3.583827,3.237722,2.587403,3.275397,2.504015,2.837672,3.379912,2.139752,2.153046,2.509128,2.839814,2.426586,2.137875,2.707430,1.766398,3.059618,2.577834,3.259258,2.041518,3.177489,3.559981,3.108665,2.027817,3.276137,2.318690,2.211038,3.225893,2.633699,2.234119,2.524462,1.909308,2.254977,3.235650,2.148815,2.536928,2.899167,3.209067,3.380127,1.826509,1.720480,1.966626,2.197063,3.557099,1.915294,3.566792,3.591813,3.591813,3.725206,2.172638,2.369155,3.323179,2.250870,3.204467,1.766398,2.379914,3.401589,2.144752,3.827509,3.371573,2.306788,1.849642,3.117446,3.121893,4.127065,3.398758,2.355281,2.719501,2.331513,2.372770,2.498324,2.594972,1.766398,1.766398,3.346478,3.577509,2.937297,3.379647,2.364670,2.532872,3.530121,2.265597,2.006541,2.326359,1.922060,4.655092,2.104451,2.453837,2.633769,2.909852,3.382786,3.253531,2.707403,1.511220,2.639893,2.540650,2.190825,2.927118,2.237636,3.015967,2.092870,3.442854,1.950508,2.263328,3.833694,2.291457,2.127871,3.445974,2.141839,2.851735,1.911292,2.873671,2.260095,3.206604,2.072853,3.553331,1.915642,2.091892,2.353676,2.109414,2.171974,3.281848,1.813808,2.224800,2.216801,2.436757,3.011555,2.535205,3.184944,3.571542,1.729546,3.551713,3.213826,2.279784,2.137262,2.267039,1.689502,2.375468,2.072267,2.726409,2.238589,2.780171,2.713189,2.580601
5.000000,5.000000,1.930236,2.576777,2.268222,1.345075,1.000000,2.837388,1.786429,5.000000,1.110703,1.896144,1.000000,1.742275,2.731101,1.000000,1.058807,1.899420,1.355135,1.231248,2.489834,1.677034,1.960445,1.128216,2.501328,2.889723,2.695836,2.075792,2.070903,2.718286,2.313391,1.149982,3.209570,1.197503,1.596388,1.668194,1.678472,1.000000,3.910163,3.238510,2.101554,1.868166,1.597524,2.152526,1.986007,2.833063,1.067955,1.932009,1.000000,2.362392,2.216328,2.238762,2.382585,1.189907,1.000000,2.058637,1.710886,4.196165,2.719678,2.399259,1.236810,1.307792,1.458073,2.285956,1.292616,2.594343,2.221355,1.593746,5.000000,1.000000,1.326627,2.018760,1.882391,2.411284,1.309049,1.308925,1.319463,1.558161,1.727824,2.341034,1.721764,1.637798,1.637798,1.389699,1.763494,1.000000,1.903940,1.087248,2.943905,2.216328,1.000000,4.575135,2.055782,5.000000,3.338898,3.135943,1.309904,1.049010,3.231058,1.000000,1.401473,2.392097,1.926038,1.362795,2.470827,2.534793,1.282240,2.216328,2.216328,2.730142,1.732062,1.439307,2.768808,1.792339,1.955252,1.881048,1.340288,1.873725,3.208854,1.201703,5.000000,2.362976,1.646578,1.784494,1.937815,2.764548,1.561452,1.057204,1.355584,1.422031,2.388055,1.442956,2.215812,1.264163,2.389252,1.000000,1.354537,2.713788,2.653495,5.000000,2.046459,1.957315,2.056414,2.816581,1.988884,1.868003,4.060349,1.231826,2.946382,1.106818,1.769742,1.848736,1.893191,2.110416,1.548667,2.106612,1.731675,2.112820,2.073745,2.329529,2.067255,2.928461,1.925677,1.068060,1.738906,2.285505,1.832256,1.000000,1.295541,1.279348,1.000000,1.533597,3.041951,1.000000,1.905504,2.583267,1.887006,1.000000,1.175419
5.000000,5.000000,2.355213,2.791089,4.227019,3.010593,3.389381,2.779964,4.519893,5.000000,3.269720,4.463282,2.251980,4.611748,3.185609,3.377465,3.558147,2.497270,4.354033,4.549278,1.905371,1.950247,3.656810,4.501858,3.203680,2.957033,3.989201,4.057395,1.453250,2.749497,2.608859,2.803818,3.824381,3.781394,2.256923,3.035476,4.629430,4.211083,2.347894,4.392741,2.900216,3.342114,4.313600,2.115361,2.241847,2.442518,3.501733,2.669469,2.651397,2.820299,1.709223,3.689010,3.257279,4.261306,2.162080,3.901429,4.594910,3.271264,2.142515,4.073286,2.922857,2.567506,4.185988,3.163682,2.688958,2.723876,1.638140,2.936535,5.000000,2.844646,3.364611,3.477615,4.127118,4.038123,1.856953,1.751430,2.220160,2.377241,4.581544,1.537116,4.591838,4.571963,4.571963,5.000000,2.604195,2.910548,4.191841,3.318777,3.586035,1.709223,3.201487,4.151306,2.117409,5.000000,4.449017,1.967368,2.274128,4.082540,3.416454,5.000000,4.464043,2.556805,3.319080,3.285235,2.902597,2.833081,3.219396,1.709223,1.709223,4.244584,4.589030,3.709117,3.921658,2.948992,2.788496,4.445565,2.849466,1.842705,2.435708,1.870293,5.000000,1.957436,2.732073,3.469255,3.647451,3.928652,4.151209,3.664179,1.630735,3.270735,3.093917,2.866990,4.054084,2.839452,3.269628,2.627580,4.508712,1.783582,2.364137,5.000000,2.159235,2.461700,4.225358,2.128287,3.210983,2.134500,3.454785,2.934595,3.587755,2.478677,4.544637,1.964723,2.688407,2.895138,2.142993,2.141081,4.140713,1.642198,2.416946,2.450168,2.786167,3.749097,2.766595,4.149092,4.600160,1.446272,4.537843,4.532781,2.141416,2.611026,3.007007,1.943041,2.181413,2.180113,2.948922,2.276150,3.195070,3.627273,3.154886
5.000000,5.000000,2.354781,2.790800,4.226745,3.010237,3.389770,2.779568,4.519588,5.000000,3.270138,4.462987,2.251828,4.611454,3.185100,3.377376,3.557988,2.496753,4.353720,4.548939,1.904952,1.949753,3.656494,4.501512,3.203163,2.956592,3.988946,4.057001,1.453105,2.748986,2.608295,2.803632,3.824203,3.781213,2.256298,3.035072,4.629138,4.210766,2.347185,4.392669,2.900001,3.341784,4.313275,2.114848,2.241391,2.441242,3.501262,2.669169,2.651182,2.819696,1.708769,3.688674,3.257014,4.260958,2.161713,3.901141,4.594631,3.269839,2.142086,4.073287,2.922684,2.567317,4.185669,3.163343,2.688747,2.723452,1.637531,2.936382,5.000000,2.844530,3.364433,3.477254,4.126771,4.037858,1.856532,1.751097,2.219846,2.376828,4.581259,1.536742,4.591544,4.571601,4.571601,5.000000,2.604099,2.910120,4.191573,3.318675,3.585824,1.708769,3.201330,4.151111,2.116914,5.000000,4.448449,1.966140,2.273993,4.082301,3.416150,5.000000,4.463637,2.556406,3.318780,3.285317,2.902238,2.832693,3.219119,1.708769,1.708769,4.244384,4.588715,3.708934,3.921393,2.948802,2.788182,4.445238,2.849240,1.842186,2.435219,1.869675,5.000000,1.957136,2.731960,3.468952,3.647095,3.928387,4.150864,3.663943,1.630401,3.269976,3.093221,2.867014,4.054032,2.839186,3.269278,2.627460,4.508446,1.782856,2.363672,5.000000,2.158326,2.461391,4.225029,2.127856,3.210446,2.134318,3.454518,2.934530,3.587544,2.478540,4.544328,1.964577,2.688164,2.894887,2.142538,2.140503,4.140412,1.641639,2.416495,2.449815,2.785607,3.748789,2.766150,4.148756,4.599862,1.445965,4.537547,4.532543,2.141026,2.610714,3.007026,1.942986,2.181183,2.179831,2.948464,2.275553,3.194723,3.626917,3.154299
5.000000,4.808866,2.181201,2.487257,3.563794,2.450500,2.382774,2.567664,3.668015,3.489349,2.467950,3.643934,1.787564,3.704023,2.930409,2.557297,2.614438,2.453843,3.434128,3.568602,2.001065,1.997511,2.932468,3.533847,3.050166,2.874763,3.476477,3.387321,1.680006,2.560984,2.554704,2.328853,3.461938,3.012197,2.094868,2.559067,3.703702,3.350509,2.602227,3.397677,2.556973,2.904271,3.489651,2.161816,2.183768,2.543527,2.926707,2.469100,2.205299,2.751967,1.779597,3.138804,2.657945,3.377657,2.069202,3.264931,3.677964,3.170984,2.054834,3.360346,2.388659,2.257863,3.338306,2.700116,2.290851,2.563736,1.907880,2.332317,3.432844,2.229431,2.639631,2.974082,3.319080,3.459976,1.846269,1.732721,2.009870,2.233817,3.674406,1.898299,3.684712,3.708382,3.708382,3.881435,2.223297,2.442975,3.423687,2.361647,3.256173,1.779597,2.473608,3.491955,2.167119,4.088626,3.511626,2.312749,1.896513,3.225642,3.168122,4.396214,3.526533,2.394675,2.792596,2.426841,2.443787,2.552149,2.675997,1.779597,1.779597,3.447987,3.695361,3.023539,3.449082,2.438166,2.571962,3.639017,2.335338,2.019593,2.362821,1.941593,4.971764,2.116659,2.488109,2.737874,3.002419,3.452621,3.359820,2.820654,1.532581,2.737384,2.628823,2.255122,3.049278,2.309269,3.059228,2.152483,3.562730,1.966323,2.297732,3.986620,2.312988,2.175492,3.541229,2.159885,2.911491,1.940222,2.948954,2.338351,3.258255,2.124348,3.668786,1.936964,2.162233,2.417342,2.129892,2.196893,3.382516,1.819641,2.264200,2.257393,2.494425,3.101044,2.576898,3.299658,3.690157,1.714079,3.666245,3.363728,2.286879,2.199855,2.345464,1.721315,2.376493,2.098349,2.770357,2.268071,2.842968,2.820936,2.665799
5.000000,5.000000,2.312906,2.682441,3.971233,2.806010,2.937782,2.723629,4.186472,4.468395,2.895629,4.142954,2.061882,4.254151,3.123753,3.035296,3.175526,2.511412,3.992269,4.164111,1.976914,2.003065,3.374430,4.122488,3.184052,2.956972,3.795822,3.809244,1.570297,2.704276,2.632340,2.609909,3.691449,3.476683,2.232122,2.867173,4.263597,3.872553,2.523655,3.988322,2.775216,3.182909,3.992481,2.175652,2.253575,2.561238,3.292628,2.612181,2.488876,2.846098,1.768470,3.482310,3.023714,3.917815,2.146862,3.656774,4.231452,3.318683,2.132690,3.776159,2.709809,2.451870,3.854782,2.990452,2.538080,2.687882,1.794927,2.693416,4.412461,2.599710,3.087999,3.293324,3.814658,3.816383,1.878184,1.757392,2.158995,2.346274,4.222878,1.720689,4.234102,4.237644,4.237644,4.600136,2.450528,2.744378,3.889636,2.918968,3.467820,1.768470,2.911889,3.897708,2.177543,5.000000,4.108692,2.184433,2.120165,3.738444,3.338080,5.000000,4.102226,2.519305,3.117234,2.916819,2.738953,2.746820,3.018192,1.768470,1.768470,3.927689,4.239148,3.432767,3.746076,2.756098,2.717523,4.133454,2.648285,1.963962,2.448274,1.941173,5.000000,2.067059,2.635166,3.193299,3.405653,3.751638,3.843958,3.334036,1.604250,3.103174,2.952256,2.599954,3.642180,2.630850,3.209016,2.432464,4.131023,1.915107,2.376533,4.723520,2.284483,2.363644,3.964680,2.171864,3.123731,2.061371,3.268987,2.697816,3.469668,2.344905,4.201684,1.974617,2.481942,2.707609,2.165224,2.211027,3.844787,1.755231,2.383663,2.396556,2.701305,3.501138,2.717012,3.819923,4.241769,1.577552,4.195812,4.065937,2.234222,2.460177,2.730115,1.854045,2.293374,2.166368,2.908315,2.314659,3.079396,3.311884,2.994691
5.000000,5.000000,2.376170,2.570205,4.340375,3.302721,3.418327,2.965754,4.654713,5.000000,2.692756,4.607331,2.060529,4.764948,3.408034,2.910050,3.564990,2.515268,4.511362,4.671278,1.696532,2.373684,3.958799,4.629946,3.173991,2.768046,4.079409,4.288161,1.162733,2.386072,2.408114,2.805021,3.822050,3.761571,1.734558,3.175589,4.832492,4.418271,2.340224,4.389301,3.177495,3.611908,4.521668,2.465313,2.551087,2.249448,2.974282,2.708026,3.046948,2.925019,1.627823,4.050378,3.354927,4.379108,2.902119,4.140021,4.855208,3.170149,2.398889,4.302759,2.717585,3.276300,4.441880,3.328357,2.820748,2.981575,1.588450,3.210957,5.000000,2.797244,3.202882,3.857269,3.647589,4.256136,1.626882,2.057572,2.315899,2.495627,4.857886,1.843596,4.851038,4.382019,4.382019,4.524152,2.558084,2.848617,4.530757,3.471810,3.592759,1.627823,3.215340,4.308182,1.622853,5.000000,5.000000,1.126826,2.269971,4.079649,3.300975,4.406800,3.319983,2.536339,3.704324,2.848601,2.667767,2.644412,3.332474,1.627823,1.627823,4.515806,4.836051,4.021519,3.983891,3.387747,2.933019,4.676134,2.943223,1.959456,2.430888,1.740771,5.000000,1.826181,2.576987,2.881727,3.623210,3.986929,4.295097,3.460090,1.765201,2.647822,2.509066,3.568175,4.353620,3.045236,3.262588,2.793484,4.781446,1.319366,2.579654,5.000000,2.354768,2.399225,4.430674,2.147813,3.340167,1.578858,3.708634,2.826655,3.594543,2.590305,4.834237,1.678772,2.814165,3.017420,2.114107,2.136877,4.487657,1.685740,2.423847,2.503451,2.898251,4.024526,2.959391,4.318328,4.848176,1.423856,4.751733,3.296193,1.863174,2.624115,3.702760,1.560252,2.106498,1.960893,2.744518,2.493514,3.224168,2.524748,2.981195
4.885113,5.000000,2.124773,3.131494,2.847548,1.478678,2.029451,2.500814,2.758312,3.693987,2.192038,2.798912,1.563294,2.811150,2.297222,1.752559,2.134964,1.883213,2.432980,2.449790,1.438541,1.406621,2.723842,2.343779,1.964594,2.636046,2.939932,2.717198,2.230699,2.076588,1.976540,1.981802,3.183898,2.162058,1.302389,1.718355,2.747924,2.240556,2.712338,2.505404,2.254859,1.906048,2.515787,1.937683,1.852721,1.914285,1.543421,1.995752,1.878545,1.994674,1.695362,2.686602,2.304784,2.243880,2.438060,2.530981,2.749008,2.814318,1.000000,2.941432,1.860241,1.750784,2.553264,1.545445,1.858603,2.477236,1.000000,2.214151,2.461593,3.775726,1.513951,2.555374,1.961068,2.764481,1.399902,1.265737,1.579963,1.623041,2.739550,1.606373,2.737510,2.757204,2.757204,2.497890,2.187506,1.890923,2.644896,1.196194,2.935640,1.695362,1.838946,2.773909,1.815853,2.549736,2.498987,1.856769,1.884728,2.138280,2.729685,1.496085,2.189209,2.029636,2.144145,1.841969,2.079799,2.063978,1.591843,1.695362,1.695362,2.093892,2.719908,2.066849,2.949767,2.250768,2.029063,2.735295,1.743072,1.688870,2.331823,1.203523,4.368594,1.823875,2.554122,1.890315,2.339115,2.960222,2.386565,1.835277,1.000000,1.663357,3.215574,2.564706,4.548965,2.356776,2.636458,1.733492,2.775315,1.315467,2.521443,2.758340,2.075819,2.001771,2.586196,2.213626,2.423359,1.933968,2.520683,1.912888,2.938043,1.008208,2.680139,1.929789,2.676664,2.114503,1.847761,1.689196,2.453582,1.447716,1.626516,1.834832,1.895604,3.028539,2.158090,2.147064,2.725954,1.712238,2.761213,1.216402,1.666335,1.550581,2.056404,2.499911,2.124235,2.028137,2.475207,2.024698,2.011769,1.328156,1.603623
1.471450,1.003128,1.171759,1.465921,2.332409,1.196240,1.306006,1.480356,2.304277,1.000000,1.896728,2.317934,1.000000,2.347424,1.579374,1.195327,1.000000,1.468736,1.981826,2.059026,1.020370,1.000000,1.425459,2.019770,1.733057,1.928356,2.346899,1.811514,1.069985,1.528129,1.484505,1.317511,2.542358,1.738522,1.274274,1.354536,2.331204,1.959866,1.552985,1.680891,1.562385,1.703207,2.124722,1.364552,1.155927,1.368296,1.528431,1.553857,3.596981,1.646546,1.041221,1.802393,1.653073,1.922069,1.192544,2.000660,2.337892,1.776043,1.219005,2.130473,1.238038,1.315841,2.012132,1.672122,1.312940,1.640472,1.000000,1.150462,1.174129,1.000000,1.264116,1.928110,1.646277,2.316938,1.000000,1.255720,1.460951,1.197317,2.340841,1.259652,2.340832,2.248786,2.248786,1.924758,1.154675,1.227063,2.179586,1.208971,2.330819,1.041221,1.192014,1.958890,1.107522,1.000000,1.143244,1.167730,1.000000,1.958506,2.143169,1.000000,1.563450,1.439419,1.720626,1.190340,1.325952,1.307601,1.474666,1.041221,1.041221,2.162274,2.341240,1.767712,2.331580,1.091565,1.622135,2.323951,1.236517,1.130644,1.321457,1.000000,1.000000,1.189608,1.681743,1.397177,1.749347,2.331503,2.012923,1.164010,1.148109,1.123949,1.019099,1.373882,1.466934,1.801814,2.103287,1.181240,2.250447,1.011506,1.326077,2.038931,1.267201,1.000000,2.318829,1.419100,1.505710,1.276181,1.612047,1.139216,2.333903,1.409892,2.341954,1.123466,1.301262,1.407609,1.704748,1.105174,2.123945,1.153367,1.214884,1.174704,1.318473,1.720381,1.694693,1.928424,2.342699,1.316147,2.323545,1.149795,1.717946,1.113999,1.165113,1.000000,1.654744,1.172121,1.697130,1.163244,1.725405,1.459457,1.028558
