user,item,rating
user556,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - Combo Cơm Trưa Phi-lê Gà Quay,8.0
user556,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - Combo Trưa Burger Tôm,8.0
user556,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - Combo Trưa Mì Ý,8.0
user557,Gong Cha - Trà & Cà Phê - Hồ Tùng Mậu,9.6
user558,Tiệm Cô Béo Bún Thái Lan,7.6
user559,SteakZone,10.0
user560,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - 2 Miếng Gà Xốt Mắm Tỏi,6.9
user560,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - COMBO 2 NGƯỜI 124K,6.9
user560,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - COMBO ĐẬM VỊ,6.9
user560,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - COMBO ĐẬM ĐÀ,6.9
user560,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - Combo Cơm Trưa Gà Mắm Tỏi,6.9
user560,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - Combo Cơm Trưa Gà Viên Nanban,6.9
user560,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - Combo Cơm Trưa Phi-lê Gà Quay,6.9
user560,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - Combo Trưa Burger Tôm,6.9
user560,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - Combo Trưa Mì Ý,6.9
user561,Súp Cua Nhà Thờ Đức Bà,6.2
user562,Mì Trộn Tên Lửa - 462 Trần Hưng Đạo,5.0
user563,Gà Rán KFC - Central Plaza,7.400000000000001
user564,Chè Thái Út Lyly,10.0
user565,Bánh Cuốn Ba Miền - Trường Chinh,6.8
user566,Quán 79 Nem Nướng,9.2
user567,Jeju Quán - Món Ăn Hàn Quốc,9.2
user568,SteakZone,5.0
user569,SteakZone,8.4
user570,Papas' Chicken - Gà Rán Hàn Quốc - Hoàng Văn Thụ,1.8
user571,KOI Thé - Phan Xích Long,4.2
user572,A Tùng - Bánh Mì Bò Nướng Bơ Cambodia - Lê Hồng Phong,8.2
user572,Gà Rán & Burger McDonald’s Vincom Masteri,5.0
user572,Gà Rán Popeyes - Điện Biên Phủ,7.2
user572,Papas' Chicken - Gà Rán Hàn Quốc - Hoàng Văn Thụ,8.2
user573,Quán Thảo Hiền - Đặc Sản Miền Trung,6.8
user574,Buzza Pizza - Nowzone,10.0
user575,Papaxốt - Quang Trung,3.0
user576,Gong Cha - Trà & Cà Phê - Hồ Tùng Mậu,5.0
user577,Tiệm Cô Béo Bún Thái Lan,8.4
user578,Cheese Coffee - Hồng Bàng,8.4
user579,Quán Chà Bá - Mực Chiên & Bò Viên - Mai Xuân Thưởng,10.0
user580,Cơm Tấm Tú Mập - Đồng Đen,3.6
user581,Papaxốt - Quang Trung,8.4
user582,Phá Lấu Rubi - Nguyễn Hồng Đào,4.8
user583,TOUS les JOURS - Nguyễn Thị Minh Khai,3.2
user584,Quán Chà Bá - Mực Chiên & Bò Viên - Mai Xuân Thưởng,10.0
user585,Mì Trộn Tên Lửa - 462 Trần Hưng Đạo,2.8
user586,Quán Nem - Nem Cua Biển & Bún Chả - Nguyễn Thị Minh Khai,5.0
user587,Trà Sữa Tiên Hưởng Gotcha - Huỳnh Mẫn Đạt,9.2
user588,Phá Lấu Rubi - Nguyễn Hồng Đào,2.6
user589,Quán Thảo Hiền - Đặc Sản Miền Trung,6.6
user590,Quán Nem - Nem Cua Biển & Bún Chả - Nguyễn Thị Minh Khai,5.4
user591,Pad Thái Tôm - Món Thái Ngon - Shop Online,5.0
user592,Gà Rán & Burger Lotteria - HTV,7.8
user593,Cơm Tấm Tú Mập - Đồng Đen,3.4
user594,Gà Nướng Lu Việt Hương - Lê Quang Định,1.4
user595,Bà Hai - Bánh Xèo & Bánh Khọt,6.8
user595,Nem Nướng Nha Trang Bé Thảo,3.4
user596,Gà rán và Mì Ý - Jollibee - Pasteur,8.2
user597,Huyền - Bún Nước & Mì Cay Muối Ớt,2.2
user598,Cơm Tấm Kiều Giang - Trần Quang Khải,1.0
user599,Kebaby - Doner Kebab,9.4
user600,Tini Tea - Đường Số 42,2.2
user601,Chè Hà Ký - Châu Văn Liêm,6.6
user602,Gà Rán & Burger McDonald’s Vincom Masteri,8.6
user603,Cheese Coffee - Hồng Bàng,3.4
user604,Chè Hà Ký - Châu Văn Liêm,3.6
user605,Gà rán và Mì Ý - Jollibee - Pasteur,9.4
user606,Tuấn Cò - Cơm Gà Xối Mỡ,10.0
user607,Papaxốt - Quang Trung,4.0
user608,Tiệm Bánh Mỹ Phụng,6.0
user609,Cơm Gà Xối Mỡ Su Su,5.4
user610,Cô Thúy - Hột Vịt Lộn,1.0
user611,Quán Thảo Hiền - Đặc Sản Miền Trung,2.6
user612,Buzza Pizza - Nowzone,6.0
user612,Domino’s Pizza - Hòa Bình,7.8
user612,Papas' Chicken - Gà Rán Hàn Quốc - Hoàng Văn Thụ,7.4
user612,TOUS les JOURS - Nguyễn Thị Minh Khai,7.6
user612,YoGun - Korea Yogurt,7.4
user613,Quán Chay Hoa Sen - Nguyễn Nhữ Lãm,7.2
user614,Quán Nem - Nem Cua Biển & Bún Chả - Nguyễn Thị Minh Khai,2.6
user615,Tiệm Cô Béo Bún Thái Lan,9.333333333333334
user616,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ,4.2
user616,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - 2 Miếng Gà Xốt Mắm Tỏi,4.2
user616,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - COMBO 2 NGƯỜI 124K,4.2
user616,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - COMBO ĐẬM VỊ,4.2
user616,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - COMBO ĐẬM ĐÀ,4.2
user616,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - Combo Cơm Trưa Gà Mắm Tỏi,4.2
user616,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - Combo Cơm Trưa Gà Viên Nanban,4.2
user616,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - Combo Cơm Trưa Phi-lê Gà Quay,4.2
user616,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - Combo Trưa Burger Tôm,4.2
user616,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - Combo Trưa Mì Ý,4.2
user617,Gà Rán Popeyes - Tùng Thiện Vương,7.8
user617,Mì Trộn Tên Lửa - 462 Trần Hưng Đạo,7.2
user618,Fruit Crush - Trái Cây Tươi & Ăn Vặt - Quận 1,9.0
user619,Phá Lấu Rubi - Nguyễn Hồng Đào,4.2
user620,Cháo Sườn Bé Hiền - Súp Cua & Bún Bò,8.0
user621,Ốc Tô - Xóm Chiếu,1.0
user622,Cơm Gà Hải Nam - Hậu Giang,5.0
user623,Cơm Tấm Tú Mập - Đồng Đen,3.8
user624,Trà Sữa Tiên Hưởng Gotcha - Huỳnh Mẫn Đạt,4.0
user625,Trà Sữa Tiên Hưởng Gotcha - Huỳnh Mẫn Đạt,4.6
user626,Gà Rán KFC - Central Plaza,3.0
user627,Phúc Long Lê Đức Thọ,4.2
user628,Quán Chà Bá - Mực Chiên & Bò Viên - Mai Xuân Thưởng,5.0
user629,KOI Thé - Võ Văn Ngân,9.6
user630,Fruit Crush - Trái Cây Tươi & Ăn Vặt - Quận 1,8.8
user631,Pad Thái Tôm - Món Thái Ngon - Shop Online,10.0
user632,A Tùng - Bánh Mì Bò Nướng Bơ Cambodia - Lê Hồng Phong,1.6
user633,"Quán 567 - Sinh Tố, Nước Ép, Giải Khát",2.6
user634,Quán Thảo Hiền - Đặc Sản Miền Trung,9.0
user635,"3 Râu - Gà Rán, Pizza & Trà Sữa - Cây Trâm",9.100000000000001
user636,Điểm Tâm 288 - Bún Thịt Xào & Cháo Bắc Thảo,5.0
user637,Gà Nướng Lu Việt Hương - Lê Quang Định,7.8
user638,Quán Chà Bá - Mực Chiên & Bò Viên - Mai Xuân Thưởng,10.0
user639,Quán Thảo Hiền - Đặc Sản Miền Trung,4.0
user640,Cơm Gà Hải Nam - Hậu Giang,5.0
user641,Cháo Sườn Bé Hiền - Súp Cua & Bún Bò,8.0
user642,KOI Thé - Võ Văn Ngân,7.8
user643,Bánh Cuốn Ba Miền - Trường Chinh,7.8
user643,TOUS les JOURS - Nguyễn Thị Minh Khai,4.0
user644,Gà Rán Popeyes - Điện Biên Phủ,2.8
user645,Ốc Tô - Xóm Chiếu,6.0
user646,Fruit Crush - Trái Cây Tươi & Ăn Vặt - Quận 1,10.0
user647,Trà Sữa Tiên Hưởng Cotcha - Tản Đà,9.4
user648,Gà Rán & Burger McDonald’s Vincom Masteri,8.0
user648,KOI Thé - Võ Văn Ngân,8.2
user648,Quán Phương Ký - Cơm Chiên & Mì Xào,8.2
user649,Cháo Sườn Chú Chen - Nguyễn Trãi,9.8
user649,Xôi Gà Bà Chiểu,1.0
user650,Cơm Tấm Kiều Giang - Trần Quang Khải,1.0
user651,Gà Rán Popeyes - Điện Biên Phủ,4.6
user652,Cơm Tấm Cô Hoa - Ngô Quyền,7.0
user652,Phở 24 - Nguyễn Tri Phương,7.4
user652,TOUS les JOURS - Nguyễn Thị Minh Khai,1.0
user653,Pizza Hut - Hậu Giang,8.8
user654,Mì Trộn Tên Lửa - 462 Trần Hưng Đạo,4.2
user655,Fruit Crush - Trái Cây Tươi & Ăn Vặt - Quận 1,9.6
user656,Trà Sữa Panda Milktea,7.2
user657,Bún Thịt Nướng Anh Ba,1.0
user658,Tiệm Cô Béo Bún Thái Lan,8.6
user659,Gà Rán Popeyes - Tùng Thiện Vương,1.0
user660,Quán 79 Nem Nướng,1.8
user661,Cô Thúy - Hột Vịt Lộn,4.6
user662,Cơm Tấm Tú Mập - Đồng Đen,7.2
user663,Mì Trộn Tên Lửa - 462 Trần Hưng Đạo,6.6
user663,Ốc Tô - Xóm Chiếu,1.0
user664,Papas' Chicken - Gà Rán Hàn Quốc - Hoàng Văn Thụ,6.6
user665,Gà Nướng Anh Tư,8.6
user666,Bún Nước Tương Mr Nhoi - Nguyễn Thượng Hiền,5.0
user667,Mì Xào Giòn - 111 Vạn Kiếp,1.0
user668,Gong Cha - Trà & Cà Phê - Hồ Tùng Mậu,7.2
user669,Huyền - Bún Nước & Mì Cay Muối Ớt,1.0
user670,Cô Thúy - Hột Vịt Lộn,1.8
user671,"3 Râu - Gà Rán, Pizza & Trà Sữa - Cây Trâm",5.6
user672,Tiệm Cô Béo Bún Thái Lan,8.2
user673,Gà Rán Popeyes - Tùng Thiện Vương,5.0
user674,A Tùng - Bánh Mì Bò Nướng Bơ Cambodia - Lê Hồng Phong,4.2
user675,"Cơm Gà, Cháo, Miến Gỏi Gà Ta Tường Vy - Lữ Gia",9.6
user676,Gà Rán Popeyes - Điện Biên Phủ,5.0
user676,Kebab Sài Gòn - Nguyễn Thượng Hiền,4.0
user677,Tiệm Cô Béo Bún Thái Lan,7.6
user678,Gà Rán Popeyes - Điện Biên Phủ,8.3
user679,A Tùng - Bánh Mì Bò Nướng Bơ Cambodia - Lê Hồng Phong,5.0
user680,Gà Rán Popeyes - Điện Biên Phủ,3.2
user681,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - 2 Miếng Gà Xốt Mắm Tỏi,5.8
user681,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - COMBO 2 NGƯỜI 124K,5.8
user681,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - COMBO ĐẬM VỊ,5.8
user681,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - COMBO ĐẬM ĐÀ,5.8
user681,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - Combo Cơm Trưa Gà Mắm Tỏi,5.8
user681,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - Combo Cơm Trưa Gà Viên Nanban,5.8
user681,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - Combo Cơm Trưa Phi-lê Gà Quay,5.8
user681,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - Combo Trưa Burger Tôm,5.8
user681,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - Combo Trưa Mì Ý,5.8
user682,Bún Nước Tương Mr Nhoi - Nguyễn Thượng Hiền,9.62857142857143
user683,Buzza Pizza - Nowzone,8.8
user684,Cơm Tấm Kiều Giang - Trần Quang Khải,6.4
user685,Pad Thái Tôm - Món Thái Ngon - Shop Online,9.0
user686,Fruit Crush - Trái Cây Tươi & Ăn Vặt - Quận 1,8.8
user687,Gà Rán Popeyes - Điện Biên Phủ,6.0
user688,Bà Hai - Bánh Xèo & Bánh Khọt,8.0
user689,KOI Thé - Phan Xích Long,7.0
user690,Hanuri - Quán Ăn Hàn Quốc - Nguyễn Đình Chiểu,10.0
user691,Bún Thịt Nướng Anh Ba,8.0
user692,Papaxốt - Quang Trung,7.4
user693,Bà Hai - Bánh Xèo & Bánh Khọt,7.0
user693,FA - Bánh Tráng Trứng Muối Mỡ Hành,7.6
user694,SOI THÁI - Cống Quỳnh,7.8
user695,Quán Chà Bá - Mực Chiên & Bò Viên - Mai Xuân Thưởng,10.0
user696,Cơm Tấm Tú Mập - Đồng Đen,9.8
user696,Kebaby - Doner Kebab,9.6
user696,Texas Chicken - Nguyễn Thái Học,9.8
user697,Bún Thịt Nướng Anh Ba,4.2
user698,Gà Nướng Anh Tư,7.0
user698,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - 2 Miếng Gà Xốt Mắm Tỏi,8.0
user698,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - COMBO 2 NGƯỜI 124K,8.0
user698,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - COMBO ĐẬM VỊ,8.0
user698,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - COMBO ĐẬM ĐÀ,8.0
user698,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - Combo Cơm Trưa Gà Mắm Tỏi,8.0
user698,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - Combo Cơm Trưa Gà Viên Nanban,8.0
user698,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - Combo Cơm Trưa Phi-lê Gà Quay,8.0
user698,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - Combo Trưa Burger Tôm,8.0
user698,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - Combo Trưa Mì Ý,8.0
user698,Gà Rán Popeyes - Tùng Thiện Vương,6.8
user698,Gà Rán Popeyes - Điện Biên Phủ,6.4
user699,Gà rán và Mì Ý - Jollibee - Pasteur,5.8
user700,Cơm Gà Hải Nam - Hậu Giang,10.0
user701,Gà Rán Popeyes - Điện Biên Phủ,6.0
user702,Cháo Sườn Chú Chen - Nguyễn Trãi,8.0
user702,Gà Rán Popeyes - Tùng Thiện Vương,7.6
user702,The Pizza Company - Đường D2,8.0
user703,Cô Thủy - Quán Ăn Vặt - Lê Thúc Hoạch,7.4
user704,Cháo Sườn Chú Chen - Nguyễn Trãi,2.6
user705,"3 Râu - Gà Rán, Pizza & Trà Sữa - Cây Trâm",5.6
user705,A Tùng - Bánh Mì Bò Nướng Bơ Cambodia - Lê Hồng Phong,7.0
user705,Bánh Cuốn Ba Miền - Trường Chinh,6.6
user705,Gà Rán & Burger McDonald’s Vincom Masteri,7.6
user705,Papaxốt - Quang Trung,7.0
user706,Mì Xào Giòn - 111 Vạn Kiếp,5.2
user706,TOUS les JOURS - Nguyễn Thị Minh Khai,7.2
user706,Điểm Tâm 288 - Bún Thịt Xào & Cháo Bắc Thảo,8.4
user707,Điểm Tâm 288 - Bún Thịt Xào & Cháo Bắc Thảo,7.4
user708,A Tùng - Bánh Mì Bò Nướng Bơ Cambodia - Lê Hồng Phong,7.4
user708,Hanuri - Quán Ăn Hàn Quốc - Nguyễn Đình Chiểu,8.0
user708,Phi Phi Quán - Cơm Gà Xối Mỡ,7.6
user708,Phá Lấu Rubi - Nguyễn Hồng Đào,7.0
user708,Súp Cua Nhà Thờ Đức Bà,7.6
user708,Tiệm Cô Béo Bún Thái Lan,7.4
user709,Chè HongKong - 港式糖水 - Phan Phú Tiên,5.0
user710,Gong Cha - Trà & Cà Phê - Hồ Tùng Mậu,10.0
user711,Gà Nướng Lu Việt Hương - Lê Quang Định,6.0
user712,Cơm Tấm Tú Mập - Đồng Đen,7.2
user713,Bún Thịt Nướng Anh Ba,10.0
user714,Cô Thúy - Hột Vịt Lộn,6.2
user714,Quán Thảo Hiền - Đặc Sản Miền Trung,6.4
user715,Quán Thúy 94 - Miến Cua,7.2
user716,Phúc Long Lê Văn Sỹ,3.4
user717,Gà rán và Mì Ý - Jollibee - Pasteur,8.2
user717,Kebab Sài Gòn - Nguyễn Thượng Hiền,6.2
user718,Cơm Tấm Kiều Giang - Trần Quang Khải,8.4
user719,Jeju Quán - Món Ăn Hàn Quốc,7.6
user720,Papaxốt - Quang Trung,5.0
user721,"3 Râu - Gà Rán, Pizza & Trà Sữa - Cây Trâm",9.4
user722,Nem Nướng Nha Trang Bé Thảo,5.8
user723,"3 Râu - Gà Rán, Pizza & Trà Sữa - Cây Trâm",9.4
user724,Nem Nướng Nha Trang Bé Thảo,7.2
user725,Nhà Bún Đậu - Bún Đậu Mắm Tôm Hà Nội - Song Hành,8.6
user726,"Quán 567 - Sinh Tố, Nước Ép, Giải Khát",3.4
user727,Bún Thịt Nướng Anh Ba,1.0
user728,Trà Sữa Wozzi,8.2
user729,Trà Sữa Tiên Hưởng Gotcha - Huỳnh Mẫn Đạt,4.2
user730,SteakZone,5.0
user731,Tiệm Bánh Mỹ Phụng,1.0
user732,Domino’s Pizza - Hòa Bình,9.8
user733,Cháo Sườn Chú Chen - Nguyễn Trãi,7.0
user734,Cơm Tấm Cô Hoa - Ngô Quyền,5.2
user735,Chị Mai - Bánh Tráng Trộn & Nước Cam,9.6
user736,Cơm Tấm Tú Mập - Đồng Đen,1.0
user737,Cơm Tấm Sao Mai,5.0
user738,Nhà Bún Đậu - Bún Đậu Mắm Tôm Hà Nội - Song Hành,8.8
user739,Mì Xào Giòn - 111 Vạn Kiếp,8.4
user740,Cơm Tấm Cô Hoa - Ngô Quyền,3.4
user741,Tuấn Cò - Cơm Gà Xối Mỡ,5.0
user742,The Pizza Company - Đường D2,5.0
user743,Xôi Gà Bà Chiểu,8.4
user744,Tiệm Cô Béo Bún Thái Lan,8.6
user745,Gong Cha - Trà & Cà Phê - Hồ Tùng Mậu,9.0
user746,Nem Nướng Nha Trang Bé Thảo,3.0
user747,Quán 79 Nem Nướng,1.0
user747,Trà Sữa Wozzi,3.4
user748,Cơm Tấm Tú Mập - Đồng Đen,8.3
user749,Gà Rán Popeyes - Điện Biên Phủ,9.0
user750,Cheese Coffee - Hồng Bàng,7.8
user751,"Cơm Gà, Cháo, Miến Gỏi Gà Ta Tường Vy - Lữ Gia",9.8
user752,Tiệm Cô Béo Bún Thái Lan,8.0
user753,A Tùng - Bánh Mì Bò Nướng Bơ Cambodia - Lê Hồng Phong,4.2
user754,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - 2 Miếng Gà Xốt Mắm Tỏi,6.0
user754,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - COMBO 2 NGƯỜI 124K,6.0
user754,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - COMBO ĐẬM VỊ,6.0
user754,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - COMBO ĐẬM ĐÀ,6.0
user754,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - Combo Cơm Trưa Gà Mắm Tỏi,6.0
user754,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - Combo Cơm Trưa Gà Viên Nanban,6.0
user754,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - Combo Cơm Trưa Phi-lê Gà Quay,6.0
user754,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - Combo Trưa Burger Tôm,6.0
user754,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - Combo Trưa Mì Ý,6.0
user755,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - 2 Miếng Gà Xốt Mắm Tỏi,4.8
user755,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - COMBO 2 NGƯỜI 124K,4.8
user755,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - COMBO ĐẬM VỊ,4.8
user755,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - COMBO ĐẬM ĐÀ,4.8
user755,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - Combo Cơm Trưa Gà Mắm Tỏi,4.8
user755,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - Combo Cơm Trưa Gà Viên Nanban,4.8
user755,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - Combo Cơm Trưa Phi-lê Gà Quay,4.8
user755,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - Combo Trưa Burger Tôm,4.8
user755,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - Combo Trưa Mì Ý,4.8
user756,Kebaby - Doner Kebab,8.8
user757,Gà rán và Mì Ý - Jollibee - Pasteur,8.0
user757,Súp Cua Nhà Thờ Đức Bà,8.2
user757,Trà Sữa Tiên Hưởng Gotcha - Huỳnh Mẫn Đạt,7.0
user758,Kebaby - Doner Kebab,8.2
user759,Quán 79 Nem Nướng,2.2
user760,Xôi Gà Bà Chiểu,1.0
user761,Bà Hai - Bánh Xèo & Bánh Khọt,7.6
user761,Cheese Coffee - Hồng Bàng,8.8
user761,Gà rán và Mì Ý - Jollibee - Pasteur,7.6
user761,Papas' Chicken - Gà Rán Hàn Quốc - Hoàng Văn Thụ,8.0
user762,Súp Cua Nhà Thờ Đức Bà,9.4
user763,Fruit Crush - Trái Cây Tươi & Ăn Vặt - Quận 1,9.8
user764,Cơm Gà Hải Nam - Hậu Giang,5.0
user764,Gỏi Khô Bò - Công Viên Lê Văn Tám,5.0
user765,Bún Riêu & Canh Bún - Phan Đình Phùng,4.0
user766,A Tùng - Bánh Mì Bò Nướng Bơ Cambodia - Lê Hồng Phong,1.0
user767,Chè HongKong - 港式糖水 - Phan Phú Tiên,6.8
user768,Tuấn Cò - Cơm Gà Xối Mỡ,10.0
user769,Papas' Chicken - Gà Rán Hàn Quốc - Hoàng Văn Thụ,6.0
user769,"Thiên Ân Quán - Cơm, Bún Riêu & Bún Mắm",6.0
user770,Papas' Chicken - Gà Rán Hàn Quốc - Hoàng Văn Thụ,4.4
user771,Mì Trộn Tên Lửa - 462 Trần Hưng Đạo,1.0
user772,Cơm Tấm Kiều Giang - Trần Quang Khải,3.8
user773,Fruit Crush - Trái Cây Tươi & Ăn Vặt - Quận 1,10.0
user774,SteakZone,5.0
user775,Gà Rán Popeyes - Điện Biên Phủ,7.0
user776,Xôi Gà Bà Chiểu,2.2
user777,Ốc Tô - Xóm Chiếu,10.0
user778,Pad Thái Tôm - Món Thái Ngon - Shop Online,8.8
user779,Trà Sữa Tiên Hưởng Gotcha - Huỳnh Mẫn Đạt,9.0
user780,Pad Thái Tôm - Món Thái Ngon - Shop Online,9.8
user781,Kebab Sài Gòn - Nguyễn Thượng Hiền,3.8
user781,Papaxốt - Quang Trung,10.0
user782,"Cơm Gà, Cháo, Miến Gỏi Gà Ta Tường Vy - Lữ Gia",9.6
user783,Gà Nướng Lu Việt Hương - Lê Quang Định,4.2
user784,Phi Phi Quán - Cơm Gà Xối Mỡ,10.0
user785,Texas Chicken - Nguyễn Thái Học,4.2
user786,Gà Rán & Burger Lotteria - HTV,1.0
user787,A Tùng - Bánh Mì Bò Nướng Bơ Cambodia - Lê Hồng Phong,7.4
user788,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - 2 Miếng Gà Xốt Mắm Tỏi,6.8
user788,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - COMBO 2 NGƯỜI 124K,6.8
user788,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - COMBO ĐẬM VỊ,6.8
user788,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - COMBO ĐẬM ĐÀ,6.8
user788,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - Combo Cơm Trưa Gà Mắm Tỏi,6.8
user788,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - Combo Cơm Trưa Gà Viên Nanban,6.8
user788,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - Combo Cơm Trưa Phi-lê Gà Quay,6.8
user788,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - Combo Trưa Burger Tôm,6.8
user788,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - Combo Trưa Mì Ý,6.8
user789,Cơm Gà Hải Nam - Hậu Giang,5.0
user789,Fruit Crush - Trái Cây Tươi & Ăn Vặt - Quận 1,8.6
user789,Gỏi Khô Bò - Công Viên Lê Văn Tám,5.0
user790,Chị Hà - Bánh Tráng Trộn & Bánh Mì Nướng Muối Ớt,10.0
user791,Hanuri - Quán Ăn Hàn Quốc - Nguyễn Đình Chiểu,8.2
user792,Phở 24 - Nguyễn Tri Phương,6.4
user793,Gỏi Khô Bò - Công Viên Lê Văn Tám,0.0
user794,Phá Lấu Rubi - Nguyễn Hồng Đào,5.0
user795,Cơm Gà Xối Mỡ Su Su,4.6
user796,Gà Nướng Lu Việt Hương - Lê Quang Định,8.6
user797,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ,8.2
user797,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - 2 Miếng Gà Xốt Mắm Tỏi,8.2
user797,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - COMBO 2 NGƯỜI 124K,8.2
user797,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - COMBO ĐẬM VỊ,8.2
user797,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - COMBO ĐẬM ĐÀ,8.2
user797,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - Combo Cơm Trưa Gà Mắm Tỏi,8.2
user797,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - Combo Cơm Trưa Gà Viên Nanban,8.2
user797,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - Combo Cơm Trưa Phi-lê Gà Quay,8.2
user797,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - Combo Trưa Burger Tôm,8.2
user797,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - Combo Trưa Mì Ý,8.2
user798,Fruit Crush - Trái Cây Tươi & Ăn Vặt - Quận 1,9.8
user799,Phúc Long Lê Văn Sỹ,5.0
user800,Xôi Gà Bà Chiểu,4.2
user801,Cơm Tấm Tú Mập - Đồng Đen,3.6
user801,Pizza Hut - Hậu Giang,3.8
user802,Cơm Tấm Kiều Giang - Trần Quang Khải,3.0
user803,Gà Nướng Lu Việt Hương - Lê Quang Định,6.4
user803,Hanuri - Quán Ăn Hàn Quốc - Nguyễn Đình Chiểu,9.0
user804,Gà Nướng Anh Tư,7.0
user805,Bà Hai - Bánh Xèo & Bánh Khọt,5.0
user806,Tiệm Bánh Mỹ Phụng,8.8
user807,Tiệm Bánh Mỹ Phụng,7.4
user808,Cô Thủy - Quán Ăn Vặt - Lê Thúc Hoạch,6.4
