user,item,rating
user314,Bún Thịt Nướng Anh Ba,3.8
user315,Quán 79 Nem Nướng,9.2
user316,Buzza Pizza - Nowzone,7.6
user317,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ,8.0
user317,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - 2 Miếng Gà Xốt Mắm Tỏi,8.0
user317,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - COMBO 2 NGƯỜI 124K,8.0
user317,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - COMBO ĐẬM VỊ,8.0
user317,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - COMBO ĐẬM ĐÀ,8.0
user317,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - Combo Cơm Trưa Gà Mắm Tỏi,8.0
user317,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - Combo Cơm Trưa Gà Viên Nanban,8.0
user317,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - Combo Cơm Trưa Phi-lê Gà Quay,8.0
user317,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - Combo Trưa Burger Tôm,8.0
user317,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - Combo Trưa Mì Ý,8.0
user318,"Thiên Ân Quán - Cơm, Bún Riêu & Bún Mắm",4.4
user319,Fruit Crush - Trái Cây Tươi & Ăn Vặt - Quận 1,1.0
user320,Trà Sữa Tiên Hưởng Cotcha - Tản Đà,4.6
user321,Bánh Cuốn Ba Miền - Trường Chinh,8.0
user322,Tiệm Bánh Mỹ Phụng,7.0
user323,"Quán 567 - Sinh Tố, Nước Ép, Giải Khát",3.6
user324,Hanuri - Quán Ăn Hàn Quốc - Nguyễn Đình Chiểu,3.4
user325,Cháo Sườn Chú Chen - Nguyễn Trãi,9.2
user326,Chị Mai - Bánh Tráng Trộn & Nước Cam,10.0
user327,Bà Hai - Bánh Xèo & Bánh Khọt,10.0
user328,Buzza Pizza - Nowzone,8.4
user328,"Thiên Ân Quán - Cơm, Bún Riêu & Bún Mắm",7.0
user329,Trà Sữa Tiên Hưởng Gotcha - Huỳnh Mẫn Đạt,6.6
user330,Papas' Chicken - Gà Rán Hàn Quốc - Hoàng Văn Thụ,7.6
user330,Ốc Tô - Xóm Chiếu,7.4
user331,Cơm Gà Hải Nam - Hậu Giang,5.0
user332,Cơm Tấm Kiều Giang - Trần Quang Khải,9.6
user333,Fruit Crush - Trái Cây Tươi & Ăn Vặt - Quận 1,8.0
user334,Bánh Cuốn Ba Miền - Trường Chinh,7.0
user335,Cơm Tấm Tú Mập - Đồng Đen,1.0
user336,Moon Fast Food - Món Hàn - Trường Chinh,1.2
user337,Kebab Sài Gòn - Nguyễn Thượng Hiền,2.2
user338,Gỏi Khô Bò 380,10.0
user339,DuDu Tea Food - Trà Sữa & Mì Cay,10.0
user340,Quán Thảo Hiền - Đặc Sản Miền Trung,5.0
user341,Cơm Tấm Cô Hoa - Ngô Quyền,6.2
user342,Huyền - Bún Nước & Mì Cay Muối Ớt,1.0
user343,Trà Sữa Tiên Hưởng Cotcha - Tản Đà,10.0
user344,TOUS les JOURS - Nguyễn Thị Minh Khai,9.0
user345,"3 Râu - Gà Rán, Pizza & Trà Sữa - Cây Trâm",6.0
user346,Bánh Cuốn Ba Miền - Trường Chinh,3.8
user347,Chè Thái Út Lyly,5.0
user348,Quán Thúy 94 - Miến Cua,5.8
user349,Cơm Tấm Sao Mai,7.0
user350,Cháo Sườn Bé Hiền - Súp Cua & Bún Bò,9.2
user351,Quán Nem - Nem Cua Biển & Bún Chả - Nguyễn Thị Minh Khai,7.8
user352,Chị Mai - Bánh Tráng Trộn & Nước Cam,9.8
user353,Cơm Tấm Kiều Giang - Trần Quang Khải,5.0
user354,Chè Thái Út Lyly,10.0
user355,Tiệm Cô Béo Bún Thái Lan,8.8
user356,Phở 24 - Nguyễn Tri Phương,4.8
user357,Quán Thảo Hiền - Đặc Sản Miền Trung,10.0
user358,SteakZone,10.0
user359,Gà rán và Mì Ý - Jollibee - Pasteur,7.2
user360,A Tùng - Bánh Mì Bò Nướng Bơ Cambodia - Lê Hồng Phong,7.0
user361,"Thiên Ân Quán - Cơm, Bún Riêu & Bún Mắm",3.4
user362,Papaxốt - Quang Trung,3.2
user363,Bánh Tráng Trộn Nguyễn An Ninh - Ăn Vặt - 039 Lô M Chung Cư Ngô Gia Tự,9.2
user364,Ốc Tô - Xóm Chiếu,8.0
user365,Gà Rán Popeyes - Điện Biên Phủ,7.8
user366,Cơm Tấm Kiều Giang - Trần Quang Khải,3.4
user367,Gà Rán Popeyes - Điện Biên Phủ,2.0
user368,Cô Thủy - Quán Ăn Vặt - Lê Thúc Hoạch,3.4
user369,Cơm Gà Hải Nam - Hậu Giang,8.0
user370,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - 2 Miếng Gà Xốt Mắm Tỏi,10.0
user370,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - COMBO 2 NGƯỜI 124K,10.0
user370,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - COMBO ĐẬM VỊ,10.0
user370,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - COMBO ĐẬM ĐÀ,10.0
user370,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - Combo Cơm Trưa Gà Mắm Tỏi,10.0
user370,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - Combo Cơm Trưa Gà Viên Nanban,10.0
user370,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - Combo Cơm Trưa Phi-lê Gà Quay,10.0
user370,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - Combo Trưa Burger Tôm,10.0
user370,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - Combo Trưa Mì Ý,10.0
user371,Gà Nướng Anh Tư,3.0
user372,A Tùng - Bánh Mì Bò Nướng Bơ Cambodia - Lê Hồng Phong,7.0
user372,Fruit Crush - Trái Cây Tươi & Ăn Vặt - Quận 1,10.0
user373,Điểm Tâm 288 - Bún Thịt Xào & Cháo Bắc Thảo,7.4
user374,Hanuri - Quán Ăn Hàn Quốc - Nguyễn Đình Chiểu,8.6
user374,Ốc Tô - Xóm Chiếu,7.6
user375,A Tùng - Bánh Mì Bò Nướng Bơ Cambodia - Lê Hồng Phong,7.2
user376,Pizza Hut - Hậu Giang,3.0
user377,Cháo Sườn Chú Chen - Nguyễn Trãi,10.0
user377,Quán Chà Bá - Mực Chiên & Bò Viên - Mai Xuân Thưởng,5.0
user378,Gà rán và Mì Ý - Jollibee - Pasteur,7.6
user378,Phúc Long Lê Văn Sỹ,1.0
user379,Kebaby - Doner Kebab,8.8
user380,Mì Xào Giòn - 111 Vạn Kiếp,1.0
user381,Gà Rán & Burger Lotteria - HTV,7.8
user382,Phá Lấu Rubi - Nguyễn Hồng Đào,2.8
user383,Phúc Long Lê Văn Sỹ,3.0
user384,Gà Nướng Anh Tư,8.2
user384,Gà Nướng Lu Việt Hương - Lê Quang Định,7.0
user385,A Tùng - Bánh Mì Bò Nướng Bơ Cambodia - Lê Hồng Phong,6.8
user385,Bánh Cuốn Ba Miền - Trường Chinh,7.2
user385,Cheese Coffee - Hồng Bàng,7.0
user386,Hanuri - Quán Ăn Hàn Quốc - Nguyễn Đình Chiểu,8.4
user387,"3 Râu - Gà Rán, Pizza & Trà Sữa - Cây Trâm",8.0
user388,Súp Cua Nhà Thờ Đức Bà,9.2
user389,Fruit Crush - Trái Cây Tươi & Ăn Vặt - Quận 1,5.0
user390,"Thiên Ân Quán - Cơm, Bún Riêu & Bún Mắm",2.6
user391,Chè Hà Ký - Châu Văn Liêm,1.0
user392,Papas' Chicken - Gà Rán Hàn Quốc - Hoàng Văn Thụ,7.8
user392,Quán Thúy 94 - Miến Cua,7.8
user392,SOI THÁI - Cống Quỳnh,7.2
user393,Quán Thảo Hiền - Đặc Sản Miền Trung,5.0
user394,Bún Riêu & Canh Bún - Phan Đình Phùng,7.0
user395,Domino’s Pizza - Hòa Bình,5.0
user396,Jeju Quán - Món Ăn Hàn Quốc,9.0
user397,Bún Riêu & Canh Bún - Phan Đình Phùng,8.6
user398,Quán 79 Nem Nướng,10.0
user399,Cháo Sườn Chú Chen - Nguyễn Trãi,9.2
user400,Gà Rán & Burger McDonald’s Vincom Masteri,10.0
user401,Gà Rán Popeyes - Điện Biên Phủ,7.8
user401,Gà rán và Mì Ý - Jollibee - Pasteur,8.0
user401,Papas' Chicken - Gà Rán Hàn Quốc - Hoàng Văn Thụ,8.0
user402,"Thiên Ân Quán - Cơm, Bún Riêu & Bún Mắm",1.0
user403,Bánh Cuốn Ba Miền - Trường Chinh,8.0
user404,Quán Nem - Nem Cua Biển & Bún Chả - Nguyễn Thị Minh Khai,9.4
user405,Quán Thảo Hiền - Đặc Sản Miền Trung,8.0
user406,Cháo Sườn Chú Chen - Nguyễn Trãi,6.2
user407,Quán Thảo Hiền - Đặc Sản Miền Trung,5.0
user408,Kebaby - Doner Kebab,10.0
user409,Tiệm Cô Béo Bún Thái Lan,9.0
user410,Nhà Bún Đậu - Bún Đậu Mắm Tôm Hà Nội - Song Hành,8.0
user411,Điểm Tâm 288 - Bún Thịt Xào & Cháo Bắc Thảo,4.4
user412,Chè Hà Ký - Châu Văn Liêm,10.0
user413,Gỏi Khô Bò - Công Viên Lê Văn Tám,5.0
user414,Phúc Long Lê Văn Sỹ,3.4
user415,Tuấn Cò - Cơm Gà Xối Mỡ,10.0
user416,Gà Rán & Burger McDonald’s Vincom Masteri,7.6
user416,KATINAT - Huỳnh Thúc Kháng,8.6
user416,Papas' Chicken - Gà Rán Hàn Quốc - Hoàng Văn Thụ,8.0
user416,Starbucks Coffee - Etown 5,7.6
user417,Phúc Long Lê Văn Sỹ,7.0
user418,Nhà Bún Đậu - Bún Đậu Mắm Tôm Hà Nội - Song Hành,6.8
user419,Pad Thái Tôm - Món Thái Ngon - Shop Online,8.0
user420,Phá Lấu Nga - Tôn Đản,5.0
user421,"Quán 567 - Sinh Tố, Nước Ép, Giải Khát",4.2
user422,Tiệm Cô Béo Bún Thái Lan,7.0
user423,Trà Sữa Tiên Hưởng Gotcha - Huỳnh Mẫn Đạt,9.5
user424,Gà Rán KFC - Central Plaza,7.8
user425,Chè Hà Ký - Châu Văn Liêm,1.0
user426,Cơm Gà Hải Nam - Hậu Giang,10.0
user426,Gỏi Khô Bò - Công Viên Lê Văn Tám,10.0
user427,SteakZone,10.0
user428,Phi Phi Quán - Cơm Gà Xối Mỡ,10.0
user429,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ,6.8
user429,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - 2 Miếng Gà Xốt Mắm Tỏi,6.8
user429,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - COMBO 2 NGƯỜI 124K,6.8
user429,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - COMBO ĐẬM VỊ,6.8
user429,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - COMBO ĐẬM ĐÀ,6.8
user429,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - Combo Cơm Trưa Gà Mắm Tỏi,6.8
user429,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - Combo Cơm Trưa Gà Viên Nanban,6.8
user429,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - Combo Cơm Trưa Phi-lê Gà Quay,6.8
user429,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - Combo Trưa Burger Tôm,6.8
user429,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - Combo Trưa Mì Ý,6.8
user430,Bún Riêu & Canh Bún - Phan Đình Phùng,7.8
user431,Tuấn Cò - Cơm Gà Xối Mỡ,10.0
user432,Cơm Gà Hải Nam - Hậu Giang,5.0
user432,Gỏi Khô Bò - Công Viên Lê Văn Tám,5.0
user433,Quán Thúy 94 - Miến Cua,1.0
user434,"Cơm Gà, Cháo, Miến Gỏi Gà Ta Tường Vy - Lữ Gia",2.0
user435,Cô Thủy - Quán Ăn Vặt - Lê Thúc Hoạch,4.0
user436,Trà Sữa Wozzi,7.6
user437,Bánh Cuốn Ba Miền - Trường Chinh,4.2
user438,"3 Râu - Gà Rán, Pizza & Trà Sữa - Cây Trâm",9.6
user439,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - 2 Miếng Gà Xốt Mắm Tỏi,7.0
user439,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - COMBO 2 NGƯỜI 124K,7.0
user439,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - COMBO ĐẬM VỊ,7.0
user439,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - COMBO ĐẬM ĐÀ,7.0
user439,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - Combo Cơm Trưa Gà Mắm Tỏi,7.0
user439,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - Combo Cơm Trưa Gà Viên Nanban,7.0
user439,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - Combo Cơm Trưa Phi-lê Gà Quay,7.0
user439,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - Combo Trưa Burger Tôm,7.0
user439,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - Combo Trưa Mì Ý,7.0
user440,Cơm Tấm Kiều Giang - Trần Quang Khải,3.4
user441,Huyền - Bún Nước & Mì Cay Muối Ớt,5.0
user442,SteakZone,10.0
user442,Tuấn Cò - Cơm Gà Xối Mỡ,10.0
user443,Gà Rán Popeyes - Tùng Thiện Vương,5.0
user444,Tiệm Bánh Mỹ Phụng,3.6
user445,The Pizza Company - Đường D2,8.4
user446,Phi Phi Quán - Cơm Gà Xối Mỡ,9.8
user447,Pizza Hut - Hậu Giang,2.4
user448,Gà Rán Popeyes - Điện Biên Phủ,3.4
user449,Cơm Tấm Tú Mập - Đồng Đen,4.4
user450,Cơm Tấm Kiều Giang - Trần Quang Khải,9.0
user451,Papas' Chicken - Gà Rán Hàn Quốc - Hoàng Văn Thụ,7.0
user451,Texas Chicken - Nguyễn Thái Học,8.0
user452,Cháo Sườn Chú Chen - Nguyễn Trãi,9.0
user453,Domino’s Pizza - Hòa Bình,9.2
user454,Gà Rán Popeyes - Điện Biên Phủ,8.2
user454,Trà Sữa Wozzi,7.0
user455,Trà Sữa Tiên Hưởng Gotcha - Huỳnh Mẫn Đạt,9.6
user456,Xôi Gà Bà Chiểu,4.4
user457,A Tùng - Bánh Mì Bò Nướng Bơ Cambodia - Lê Hồng Phong,6.0
user458,Fruit Crush - Trái Cây Tươi & Ăn Vặt - Quận 1,8.0
user459,Gà Nướng Lu Việt Hương - Lê Quang Định,4.0
user460,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ,3.6
user460,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - 2 Miếng Gà Xốt Mắm Tỏi,3.6
user460,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - COMBO 2 NGƯỜI 124K,3.6
user460,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - COMBO ĐẬM VỊ,3.6
user460,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - COMBO ĐẬM ĐÀ,3.6
user460,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - Combo Cơm Trưa Gà Mắm Tỏi,3.6
user460,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - Combo Cơm Trưa Gà Viên Nanban,3.6
user460,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - Combo Cơm Trưa Phi-lê Gà Quay,3.6
user460,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - Combo Trưa Burger Tôm,3.6
user460,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - Combo Trưa Mì Ý,3.6
user460,Quán Chà Bá - Mực Chiên & Bò Viên - Mai Xuân Thưởng,10.0
user461,"Thiên Ân Quán - Cơm, Bún Riêu & Bún Mắm",2.6
user462,Tiệm Bánh Mỹ Phụng,6.4
user463,Gà Nướng Anh Tư,1.0
user464,Cơm Gà Hải Nam - Hậu Giang,5.0
user464,Gỏi Khô Bò - Công Viên Lê Văn Tám,5.0
user465,Phá Lấu Rubi - Nguyễn Hồng Đào,1.0
user466,Kebab Sài Gòn - Nguyễn Thượng Hiền,6.4
user467,Gà rán và Mì Ý - Jollibee - Pasteur,8.6
user468,Gà Rán Popeyes - Điện Biên Phủ,1.0
user469,Cơm Tấm Kiều Giang - Trần Quang Khải,8.0
user470,A Tùng - Bánh Mì Bò Nướng Bơ Cambodia - Lê Hồng Phong,7.0
user471,Cơm Tấm Kiều Giang - Trần Quang Khải,4.2
user472,Cô Thúy - Hột Vịt Lộn,2.2
user472,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ,8.8
user472,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - 2 Miếng Gà Xốt Mắm Tỏi,8.8
user472,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - COMBO 2 NGƯỜI 124K,8.8
user472,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - COMBO ĐẬM VỊ,8.8
user472,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - COMBO ĐẬM ĐÀ,8.8
user472,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - Combo Cơm Trưa Gà Mắm Tỏi,8.8
user472,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - Combo Cơm Trưa Gà Viên Nanban,8.8
user472,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - Combo Cơm Trưa Phi-lê Gà Quay,8.8
user472,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - Combo Trưa Burger Tôm,8.8
user472,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - Combo Trưa Mì Ý,8.8
user472,Nem Nướng Nha Trang Bé Thảo,6.8
user473,Tiệm Cô Béo Bún Thái Lan,6.0
user474,Phá Lấu Nga - Tôn Đản,5.4
user475,Hanuri - Quán Ăn Hàn Quốc - Nguyễn Đình Chiểu,7.0
user475,Quán 79 Nem Nướng,6.4
user475,Xôi Gà Bà Chiểu,4.6
user476,Domino’s Pizza - Hòa Bình,6.6
user477,Nhà Bún Đậu - Bún Đậu Mắm Tôm Hà Nội - Song Hành,9.2
user478,A Tùng - Bánh Mì Bò Nướng Bơ Cambodia - Lê Hồng Phong,8.0
user479,Trà Sữa Wozzi,6.2
user480,Fruit Crush - Trái Cây Tươi & Ăn Vặt - Quận 1,10.0
user481,Papas' Chicken - Gà Rán Hàn Quốc - Hoàng Văn Thụ,2.2
user482,Quán Ty - Bún Chả Cá Đà Nẵng,7.6
user483,SteakZone,10.0
user484,Chị Mai - Bánh Tráng Trộn & Nước Cam,9.8
user485,Cô Thủy - Quán Ăn Vặt - Lê Thúc Hoạch,5.0
user486,A Tùng - Bánh Mì Bò Nướng Bơ Cambodia - Lê Hồng Phong,8.2
user487,Gà Nướng Lu Việt Hương - Lê Quang Định,7.4
user488,Cheese Coffee - Hồng Bàng,7.6
user488,Gong Cha - Trà & Cà Phê - Hồ Tùng Mậu,5.6
user489,A Tùng - Bánh Mì Bò Nướng Bơ Cambodia - Lê Hồng Phong,9.0
user490,Cô Thúy - Hột Vịt Lộn,1.0
user490,Texas Chicken - Nguyễn Thái Học,1.0
user491,Gà Rán & Burger Lotteria - HTV,2.6
user492,Quán Thảo Hiền - Đặc Sản Miền Trung,6.0
user493,The Pizza Company - Đường D2,3.4
user494,Phi Phi Quán - Cơm Gà Xối Mỡ,8.8
user495,SOI THÁI - Cống Quỳnh,9.2
user496,Súp Cua Nhà Thờ Đức Bà,7.0
user497,SOI THÁI - Cống Quỳnh,9.6
user498,Cơm Tấm Kiều Giang - Trần Quang Khải,5.6
user499,Domino’s Pizza - Hòa Bình,8.2
user500,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - 2 Miếng Gà Xốt Mắm Tỏi,4.4
user500,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - COMBO 2 NGƯỜI 124K,4.4
user500,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - COMBO ĐẬM VỊ,4.4
user500,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - COMBO ĐẬM ĐÀ,4.4
user500,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - Combo Cơm Trưa Gà Mắm Tỏi,4.4
user500,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - Combo Cơm Trưa Gà Viên Nanban,4.4
user500,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - Combo Cơm Trưa Phi-lê Gà Quay,4.4
user500,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - Combo Trưa Burger Tôm,4.4
user500,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - Combo Trưa Mì Ý,4.4
user501,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - 2 Miếng Gà Xốt Mắm Tỏi,7.8
user501,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - COMBO 2 NGƯỜI 124K,7.8
user501,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - COMBO ĐẬM VỊ,7.8
user501,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - COMBO ĐẬM ĐÀ,7.8
user501,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - Combo Cơm Trưa Gà Mắm Tỏi,7.8
user501,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - Combo Cơm Trưa Gà Viên Nanban,7.8
user501,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - Combo Cơm Trưa Phi-lê Gà Quay,7.8
user501,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - Combo Trưa Burger Tôm,7.8
user501,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - Combo Trưa Mì Ý,7.8
user502,Texas Chicken - Nguyễn Thái Học,2.1
user503,Phở 24 - Nguyễn Tri Phương,1.4
user504,Cơm Tấm Kiều Giang - Trần Quang Khải,5.8
user505,"Thiên Ân Quán - Cơm, Bún Riêu & Bún Mắm",3.8
user506,Trà Sữa Panda Milktea,7.0
user507,A Tùng - Bánh Mì Bò Nướng Bơ Cambodia - Lê Hồng Phong,8.0
user508,Kebab Sài Gòn - Nguyễn Thượng Hiền,6.0
user509,Pizza Hut - Hậu Giang,3.4
user510,Phi Phi Quán - Cơm Gà Xối Mỡ,10.0
user510,SteakZone,5.0
user511,Cơm Gà Xối Mỡ Su Su,5.6
user512,Moon Fast Food - Món Hàn - Trường Chinh,7.8
user513,Súp Cua Nhà Thờ Đức Bà,8.6
user513,YoGun - Korea Yogurt,9.0
user514,Xôi Gà Bà Chiểu,8.2
user515,Mì Xào Giòn - 111 Vạn Kiếp,10.0
user516,SteakZone,10.0
user517,Bà Hai - Bánh Xèo & Bánh Khọt,8.0
user517,Cheese Coffee - Hồng Bàng,8.0
user517,Gong Cha - Trà & Cà Phê - Hồ Tùng Mậu,7.0
user517,Gà Rán Popeyes - Điện Biên Phủ,7.0
user517,Texas Chicken - Nguyễn Thái Học,8.0
user518,Quán Thảo Hiền - Đặc Sản Miền Trung,2.4
user519,Bún Riêu & Canh Bún - Phan Đình Phùng,7.0
user520,Pizza Hut - Hậu Giang,10.0
user521,Mì Trộn Tên Lửa - 462 Trần Hưng Đạo,7.0
user522,Nhà Bún Đậu - Bún Đậu Mắm Tôm Hà Nội - Song Hành,4.2
user523,Cơm Tấm Sao Mai,8.6
user523,The Pizza Company - Đường D2,7.2
user524,Fruit Crush - Trái Cây Tươi & Ăn Vặt - Quận 1,8.2
user524,Phá Lấu Rubi - Nguyễn Hồng Đào,7.6
user525,Bà Hai - Bánh Xèo & Bánh Khọt,7.8
user526,Gà Rán Popeyes - Điện Biên Phủ,1.8
user527,Moon Fast Food - Món Hàn - Trường Chinh,9.4
user528,Jeju Quán - Món Ăn Hàn Quốc,9.6
user529,Papaxốt - Quang Trung,6.4
user530,Jeju Quán - Món Ăn Hàn Quốc,9.8
user531,KOI Thé - Phan Xích Long,1.0
user532,Jeju Quán - Món Ăn Hàn Quốc,9.0
user533,Jeju Quán - Món Ăn Hàn Quốc,9.4
user534,Cô Thúy - Hột Vịt Lộn,7.2
user535,Nem Nướng Nha Trang Bé Thảo,1.8
user536,"Highlands Coffee - Trà, Cà Phê & Bánh - Flora Thủ Đức",8.0
user537,Huyền - Bún Nước & Mì Cay Muối Ớt,1.0
user538,Cơm Gà Xối Mỡ Su Su,8.2
user539,Mì Trộn Tên Lửa - 462 Trần Hưng Đạo,3.4
user540,Cơm Tấm Kiều Giang - Trần Quang Khải,4.2
user541,Pizza Hut - Hậu Giang,2.0
user542,Cơm Tấm Kiều Giang - Trần Quang Khải,5.0
user543,KOI Thé - Võ Văn Ngân,1.0
user544,Hanuri - Quán Ăn Hàn Quốc - Nguyễn Đình Chiểu,8.2
user545,Tini Tea - Đường Số 42,7.2
user546,A Tùng - Bánh Mì Bò Nướng Bơ Cambodia - Lê Hồng Phong,1.0
user546,Cơm Tấm Kiều Giang - Trần Quang Khải,3.6
user547,Gà Rán & Burger Lotteria - HTV,1.0
user548,Gong Cha - Trà & Cà Phê - Hồ Tùng Mậu,4.4
user549,Cơm Tấm Kiều Giang - Trần Quang Khải,1.4
user550,Phi Phi Quán - Cơm Gà Xối Mỡ,9.8
user551,Domino’s Pizza - Hòa Bình,8.6
user552,Cơm Tấm Kiều Giang - Trần Quang Khải,2.8
user553,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - 2 Miếng Gà Xốt Mắm Tỏi,7.8
user553,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - COMBO 2 NGƯỜI 124K,7.8
user553,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - COMBO ĐẬM VỊ,7.8
user553,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - COMBO ĐẬM ĐÀ,7.8
user553,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - Combo Cơm Trưa Gà Mắm Tỏi,7.8
user553,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - Combo Cơm Trưa Gà Viên Nanban,7.8
user553,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - Combo Cơm Trưa Phi-lê Gà Quay,7.8
user553,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - Combo Trưa Burger Tôm,7.8
user553,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - Combo Trưa Mì Ý,7.8
user554,Mì Xào Giòn - 111 Vạn Kiếp,9.2
user555,Tuấn Cò - Cơm Gà Xối Mỡ,10.0
user556,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - 2 Miếng Gà Xốt Mắm Tỏi,8.0
user556,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - COMBO 2 NGƯỜI 124K,8.0
user556,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - COMBO ĐẬM VỊ,8.0
user556,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - COMBO ĐẬM ĐÀ,8.0
user556,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - Combo Cơm Trưa Gà Mắm Tỏi,8.0
user556,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ - Combo Cơm Trưa Gà Viên Nanban,8.0
